State_Name,District_Name,Crop_Year,Season,Area,Rainfall,Humidity,Temperature ,prevYearsRainfall,prevYearsTemperature,prevYearsHumidity,Crop
Andhra Pradesh,SRIKAKULAM,2009,Autum     ,1084,13,0.83,31,0.1,30,0.8,Arhar/Tur
Andhra Pradesh,SRIKAKULAM,2010,Autum     ,1645,25,0.83,31,13,31,0.83,Arhar/Tur
Andhra Pradesh,SRIKAKULAM,2011,Autum     ,1185,2.6,0.75,31,25,33,0.83,Arhar/Tur
Andhra Pradesh,SRIKAKULAM,2011,Winter       ,25,4.7,0.87,25,2,27,0.9,Arhar/Tur
Andhra Pradesh,SRIKAKULAM,2012,Autum     ,796,16,0.81,29,2.6,31,0.75,Arhar/Tur
Andhra Pradesh,SRIKAKULAM,2013,Autum     ,706,0.4,0.7,31,16,29,0.81,Arhar/Tur
Andhra Pradesh,SRIKAKULAM,2013,Winter       ,16,4.1,0.81,27,6.4,26,0.89,Arhar/Tur
Andhra Pradesh,SRIKAKULAM,2014,Autum     ,646,3.2,0.76,35,0.4,31,0.7,Arhar/Tur
Andhra Pradesh,SRIKAKULAM,2014,Winter       ,12,8.8,0.88,25,4.1,27,0.81,Arhar/Tur
Andhra Pradesh,VIZIANAGARAM,2008,Autum     ,1878,7,0.85,28,,,,Arhar/Tur
Andhra Pradesh,VIZIANAGARAM,2009,Autum     ,1894,13,0.82,30,7,28,0.85,Arhar/Tur
Andhra Pradesh,VIZIANAGARAM,2009,Winter       ,120,0,0.62,26,4.6,25,0.74,Arhar/Tur
Andhra Pradesh,VIZIANAGARAM,2010,Autum     ,2460,23,0.83,26,13,30,0.82,Arhar/Tur
Andhra Pradesh,VIZIANAGARAM,2011,Autum     ,1401,2,0.76,31,0,26,0.62,Arhar/Tur
Andhra Pradesh,VIZIANAGARAM,2012,Autum     ,1787,10,0.73,29,2,31,0.76,Arhar/Tur
Andhra Pradesh,VIZIANAGARAM,2013,Autum     ,1880,7,0.72,30,10,29,0.73,Arhar/Tur
Andhra Pradesh,VIZIANAGARAM,2014,Autum     ,1065,1.4,0.6,29,7,30,0.72,Arhar/Tur
Andhra Pradesh,VIZIANAGARAM,2014,Winter       ,28,1.6,0.67,25,2.2,27,0.8,Arhar/Tur
Andhra Pradesh,WEST GODAVARI,2008,Autum     ,259,1.5,0.8,29,,,,Arhar/Tur
Andhra Pradesh,WEST GODAVARI,2009,Autum     ,894,7.7,0.7,30,1.5,29,0.8,Arhar/Tur
Andhra Pradesh,WEST GODAVARI,2009,Winter       ,231,4.9,0.83,26,2.2,26,0.86,Arhar/Tur
Andhra Pradesh,WEST GODAVARI,2010,Autum     ,334,11.4,0.74,31,7.7,30,0.7,Arhar/Tur
Andhra Pradesh,WEST GODAVARI,2010,Winter       ,255,0,0.58,30,4.9,26,0.83,Arhar/Tur
Andhra Pradesh,WEST GODAVARI,2011,Autum     ,141,0,0.47,34,11.4,31,0.74,Arhar/Tur
Andhra Pradesh,WEST GODAVARI,2011,Winter       ,82,19.9,0.85,29,0,30,0.58,Arhar/Tur
Andhra Pradesh,WEST GODAVARI,2012,Autum     ,173,5.1,0.66,33,0,34,0.47,Arhar/Tur
Andhra Pradesh,WEST GODAVARI,2012,Winter       ,57,1.1,0.61,27,19.9,29,0.85,Arhar/Tur
Andhra Pradesh,WEST GODAVARI,2013,Autum     ,127,17.9,0.79,29,5.1,33,0.66,Arhar/Tur
Andhra Pradesh,WEST GODAVARI,2013,Winter       ,80,12.7,0.85,26,1.1,27,0.61,Arhar/Tur
Andhra Pradesh,WEST GODAVARI,2014,Autum     ,90,0.8,0.48,36,17.9,29,0.79,Arhar/Tur
Andhra Pradesh,WEST GODAVARI,2014,Winter       ,639,0,0.63,30,12.7,26,0.85,Arhar/Tur
Assam,BARPETA,2008,Autum     ,358,0.6,0.58,30,,,,Arhar/Tur
Assam,BARPETA,2009,Autum     ,398,6.7,0.88,29,0.6,30,0.58,Arhar/Tur
Assam,BARPETA,2010,Autum     ,434,11.6,0.91,27,6.7,29,0.88,Arhar/Tur
Assam,BARPETA,2011,Autum     ,301,5.7,0.8,30,11.6,27,0.91,Arhar/Tur
Assam,BARPETA,2012,Autum     ,273,15,0.84,30,5.7,30,0.8,Arhar/Tur
Assam,BARPETA,2013,Autum     ,213,12.7,0.91,27,15,30,0.84,Arhar/Tur
Assam,BARPETA,2014,Autum     ,231,30.9,0.88,28,12.7,27,0.91,Arhar/Tur
Assam,BONGAIGAON,2008,Autum     ,95,0.1,0.46,30,,,,Arhar/Tur
Assam,BONGAIGAON,2009,Autum     ,94,5.7,0.87,30,0.1,30,0.46,Arhar/Tur
Assam,BONGAIGAON,2010,Autum     ,118,19.6,0.92,27,5.7,30,0.87,Arhar/Tur
Assam,BONGAIGAON,2011,Autum     ,125,2.5,0.76,30,19.6,27,0.92,Arhar/Tur
Assam,BONGAIGAON,2012,Autum     ,120,3.9,0.77,30,2.5,30,0.76,Arhar/Tur
Assam,BONGAIGAON,2013,Autum     ,149,8.9,0.9,28,3.9,30,0.77,Arhar/Tur
Assam,BONGAIGAON,2014,Autum     ,161,25,0.9,30,8.9,28,0.9,Arhar/Tur
Assam,DARRANG,2008,Autum     ,103,0,0.48,30,,,,Arhar/Tur
Assam,DARRANG,2009,Autum     ,60,9.2,0.92,31,0,30,0.48,Arhar/Tur
Assam,DARRANG,2010,Autum     ,147,21,0.9,29,9.2,31,0.92,Arhar/Tur
Assam,DARRANG,2011,Autum     ,130,8.1,0.83,32,21,29,0.9,Arhar/Tur
Assam,DARRANG,2012,Autum     ,188,10,0.81,31,8.1,32,0.83,Arhar/Tur
Assam,DARRANG,2013,Autum     ,187,6.7,0.97,33,10,31,0.81,Arhar/Tur
Assam,DARRANG,2014,Autum     ,169,8.9,0.91,30,6.7,33,0.97,Arhar/Tur
Assam,DHEMAJI,2008,Autum     ,31,0.4,0.88,35,,,,Arhar/Tur
Assam,DHEMAJI,2009,Autum     ,31,13,0.94,28,0.4,35,0.88,Arhar/Tur
Assam,DHEMAJI,2010,Autum     ,31,28,0.9,30,13,28,0.94,Arhar/Tur
Assam,DHEMAJI,2011,Autum     ,35,24,0.89,31,28,30,0.9,Arhar/Tur
Assam,DHEMAJI,2012,Autum     ,33,13,0.83,29,24,31,0.89,Arhar/Tur
Assam,DHEMAJI,2013,Autum     ,40,50,0.95,31,13,29,0.83,Arhar/Tur
Assam,DHEMAJI,2014,Autum     ,34,39,0.9,29,50,31,0.95,Arhar/Tur
Assam,DHUBRI,2008,Autum     ,138,0.5,0.63,33,,,,Arhar/Tur
Assam,DHUBRI,2009,Autum     ,103,3.6,0.87,30,0.5,33,0.63,Arhar/Tur
Assam,DHUBRI,2010,Autum     ,97,12.2,0.92,28,3.6,30,0.87,Arhar/Tur
Assam,DHUBRI,2011,Autum     ,83,17.4,0.83,30,12.2,28,0.92,Arhar/Tur
Assam,DHUBRI,2012,Autum     ,225,24.4,0.85,30,17.4,30,0.83,Arhar/Tur
Assam,DHUBRI,2013,Autum     ,80,44.1,0.93,28,24.4,30,0.85,Arhar/Tur
Assam,DHUBRI,2014,Autum     ,69,68.8,0.89,30,44.1,28,0.93,Arhar/Tur
Assam,DIBRUGARH,2008,Autum     ,18,0,0.55,32,,,,Arhar/Tur
Assam,DIBRUGARH,2009,Autum     ,55,3.9,0.88,30,0,32,0.55,Arhar/Tur
Assam,DIBRUGARH,2010,Autum     ,64,29.2,0.92,26,3.9,30,0.88,Arhar/Tur
Assam,DIBRUGARH,2011,Autum     ,35,8,0.85,27,29.2,26,0.92,Arhar/Tur
Assam,DIBRUGARH,2012,Autum     ,39,0.2,0.73,31,8,27,0.85,Arhar/Tur
Assam,DIBRUGARH,2013,Autum     ,49,13.7,0.93,26,0.2,31,0.73,Arhar/Tur
Assam,DIBRUGARH,2014,Autum     ,49,20.7,0.87,30,13.7,26,0.93,Arhar/Tur
Assam,DIMA HASAO,2008,Autum     ,255,0.2,0.67,26,,,,Arhar/Tur
Assam,DIMA HASAO,2009,Autum     ,340,54,0.96,29,0.2,26,0.67,Arhar/Tur
Assam,DIMA HASAO,2010,Autum     ,283,16,0.88,31,54,29,0.96,Arhar/Tur
Assam,DIMA HASAO,2011,Autum     ,262,6.5,0.81,33,16,31,0.88,Arhar/Tur
Assam,DIMA HASAO,2012,Autum     ,387,11,0.84,33,6.5,33,0.81,Arhar/Tur
Assam,DIMA HASAO,2013,Autum     ,416,7.5,0.85,32,11,33,0.84,Arhar/Tur
Assam,DIMA HASAO,2014,Autum     ,448,6.9,0.78,31,7.5,32,0.85,Arhar/Tur
Assam,GOALPARA,2008,Autum     ,455,0,0.66,30,,,,Arhar/Tur
Assam,GOALPARA,2009,Autum     ,455,6.7,0.88,29,0,30,0.66,Arhar/Tur
Assam,GOALPARA,2010,Autum     ,450,11.6,0.91,28,6.7,29,0.88,Arhar/Tur
Assam,GOALPARA,2010,Autum     ,455,11.6,0.91,28,6.7,29,0.88,Arhar/Tur
Assam,GOALPARA,2011,Autum     ,250,5.7,0.88,30,11.6,28,0.91,Arhar/Tur
Assam,GOALPARA,2012,Autum     ,271,15,0.84,30,5.7,30,0.88,Arhar/Tur
Assam,GOALPARA,2013,Autum     ,300,12.7,0.91,30,15,30,0.84,Arhar/Tur
Assam,GOALPARA,2014,Autum     ,421,30.9,0.88,30,12.7,30,0.91,Arhar/Tur
Assam,GOLAGHAT,2008,Autum     ,158,0,0.54,32,,,,Arhar/Tur
Assam,GOLAGHAT,2009,Autum     ,132,13,0.94,28,0,32,0.54,Arhar/Tur
Assam,GOLAGHAT,2010,Autum     ,155,4.1,0.81,30,13,28,0.94,Arhar/Tur
Assam,GOLAGHAT,2011,Autum     ,138,11.2,0.8,30,4.1,30,0.81,Arhar/Tur
Assam,GOLAGHAT,2012,Autum     ,141,15.5,0.82,30,11.2,30,0.8,Arhar/Tur
Assam,GOLAGHAT,2013,Autum     ,155,13.1,0.81,30,15.5,30,0.82,Arhar/Tur
Assam,GOLAGHAT,2014,Autum     ,142,12.1,0.71,31,13.1,30,0.81,Arhar/Tur
Assam,HAILAKANDI,2008,Autum     ,60,0.7,0.74,30,,,,Arhar/Tur
Assam,HAILAKANDI,2009,Autum     ,65,22.1,0.82,30,0.7,30,0.74,Arhar/Tur
Assam,HAILAKANDI,2010,Autum     ,170,23,0.96,27,22.1,30,0.82,Arhar/Tur
Assam,HAILAKANDI,2010,Autum     ,70,23,0.96,27,22.1,30,0.82,Arhar/Tur
Assam,HAILAKANDI,2011,Autum     ,150,12.9,0.87,30,23,27,0.96,Arhar/Tur
Assam,HAILAKANDI,2012,Autum     ,70,8.6,0.89,30,12.9,30,0.87,Arhar/Tur
Assam,HAILAKANDI,2013,Autum     ,80,7.2,0.89,30,8.6,30,0.89,Arhar/Tur
Assam,HAILAKANDI,2014,Autum     ,70,11.2,0.86,30,7.2,30,0.89,Arhar/Tur
Assam,JORHAT,2008,Autum     ,12,0,0.52,32,,,,Arhar/Tur
Assam,JORHAT,2009,Autum     ,41,22,0.92,28,0,32,0.52,Arhar/Tur
Assam,JORHAT,2010,Autum     ,49,11,0.83,30,22,28,0.92,Arhar/Tur
Assam,JORHAT,2011,Autum     ,28,9.2,0.8,30,11,30,0.83,Arhar/Tur
Assam,JORHAT,2012,Autum     ,32,13.8,0.8,30,9.2,30,0.8,Arhar/Tur
Assam,JORHAT,2013,Autum     ,38,16,0.91,30,13.8,30,0.8,Arhar/Tur
Assam,JORHAT,2014,Autum     ,32,7.6,0.8,30,16,30,0.91,Arhar/Tur
Assam,KARIMGANJ,2008,Autum     ,47,0.5,0.7,30,,,,Arhar/Tur
Assam,KARIMGANJ,2009,Autum     ,51,31,0.97,28,0.5,30,0.7,Arhar/Tur
Assam,KARIMGANJ,2010,Autum     ,78,14,0.85,32,31,28,0.97,Arhar/Tur
Assam,KARIMGANJ,2011,Autum     ,85,14,0.85,28,14,32,0.85,Arhar/Tur
Assam,KARIMGANJ,2012,Autum     ,86,9,0.83,31,14,28,0.85,Arhar/Tur
Assam,KARIMGANJ,2013,Autum     ,77,9.8,0.87,32,9,31,0.83,Arhar/Tur
Assam,KARIMGANJ,2014,Autum     ,75,14,0.86,32,9.8,32,0.87,Arhar/Tur
Assam,KOKRAJHAR,2008,Autum     ,265,0,0.63,31,,,,Arhar/Tur
Assam,KOKRAJHAR,2009,Autum     ,418,5.7,0.86,28,0,31,0.63,Arhar/Tur
Assam,KOKRAJHAR,2010,Autum     ,536,19.6,0.92,28,5.7,28,0.86,Arhar/Tur
Assam,KOKRAJHAR,2011,Autum     ,470,2.5,0.76,30,19.6,28,0.92,Arhar/Tur
Assam,KOKRAJHAR,2012,Autum     ,439,3.9,0.77,30,2.5,30,0.76,Arhar/Tur
Assam,KOKRAJHAR,2013,Autum     ,429,8.9,0.9,29,3.9,30,0.77,Arhar/Tur
Assam,KOKRAJHAR,2014,Autum     ,440,25,0.9,30,8.9,29,0.9,Arhar/Tur
Assam,LAKHIMPUR,2008,Autum     ,54,0,0.63,35,,,,Arhar/Tur
Assam,LAKHIMPUR,2009,Autum     ,50,13.4,0.89,27,0,35,0.63,Arhar/Tur
Assam,LAKHIMPUR,2010,Autum     ,218,28.6,0.9,27,13.4,27,0.89,Arhar/Tur
Assam,LAKHIMPUR,2011,Autum     ,121,24.1,0.89,28,28.6,27,0.9,Arhar/Tur
Assam,LAKHIMPUR,2012,Autum     ,48,13.6,0.83,29,24.1,28,0.89,Arhar/Tur
Assam,LAKHIMPUR,2013,Autum     ,34,50,0.95,28,13.6,29,0.83,Arhar/Tur
Assam,LAKHIMPUR,2014,Autum     ,30,39.6,0.9,28,50,28,0.95,Arhar/Tur
Assam,NALBARI,2008,Autum     ,91,0.3,0.56,34,,,,Arhar/Tur
Assam,NALBARI,2009,Autum     ,95,16.5,0.93,25,0.3,34,0.56,Arhar/Tur
Assam,NALBARI,2010,Autum     ,96,7.5,0.83,27,16.5,25,0.93,Arhar/Tur
Assam,NALBARI,2011,Autum     ,98,4.9,0.79,27,7.5,27,0.83,Arhar/Tur
Assam,NALBARI,2012,Autum     ,100,18.8,0.83,30,4.9,27,0.79,Arhar/Tur
Assam,NALBARI,2013,Autum     ,96,11,0.91,29,18.8,30,0.83,Arhar/Tur
Assam,NALBARI,2014,Autum     ,90,19.8,0.87,30,11,29,0.91,Arhar/Tur
Assam,SIVASAGAR,2014,Winter     ,22,3.3,0.75,25,0.2,24,0.75,Arhar/Tur
Assam,TINSUKIA,2008,Autum     ,77,0,0.51,33,,,,Arhar/Tur
Assam,TINSUKIA,2009,Autum     ,112,0.2,0.86,32,0,33,0.51,Arhar/Tur
Assam,TINSUKIA,2010,Autum     ,114,19,0.93,28,0.2,32,0.86,Arhar/Tur
Assam,TINSUKIA,2011,Autum     ,94,4.5,0.82,32,19,28,0.93,Arhar/Tur
Assam,TINSUKIA,2012,Autum     ,96,0.1,0.72,32,4.5,32,0.82,Arhar/Tur
Assam,TINSUKIA,2013,Autum     ,97,9.9,0.92,30,0.1,32,0.72,Arhar/Tur
Assam,TINSUKIA,2014,Autum     ,82,10,0.83,31,9.9,30,0.92,Arhar/Tur
Assam,UDALGURI,2008,Autum     ,369,0,0.63,30,,,,Arhar/Tur
Assam,UDALGURI,2009,Autum     ,316,5,0.87,28,0,30,0.63,Arhar/Tur
Assam,UDALGURI,2010,Autum     ,251,1,0.85,30,5,28,0.87,Arhar/Tur
Assam,UDALGURI,2010,Autum     ,163,1,0.85,30,5,28,0.87,Arhar/Tur
Assam,UDALGURI,2011,Autum     ,240,0.3,0.7,29,1,30,0.85,Arhar/Tur
Assam,UDALGURI,2012,Autum     ,240,0,0.72,30,0.3,29,0.7,Arhar/Tur
Assam,UDALGURI,2013,Autum     ,290,0.3,0.7,30,0,30,0.72,Arhar/Tur
Assam,UDALGURI,2014,Autum     ,259,0,0.78,30,0.3,30,0.7,Arhar/Tur
Bihar,ARARIA,2014,Winter     ,354,0,0.71,25,0,25,0.71,Arhar/Tur
Bihar,ARARIA,2008,Autum     ,419,0,0.74,30,,,,Arhar/Tur
Bihar,ARARIA,2009,Autum     ,321,15,0.76,30,0,30,0.74,Arhar/Tur
Bihar,ARARIA,2010,Autum     ,122,8.2,0.83,29,15,30,0.76,Arhar/Tur
Bihar,ARARIA,2011,Autum     ,118,8,0.83,30,8.2,29,0.83,Arhar/Tur
Bihar,ARARIA,2011,Autum     ,258,8,0.83,30,8.2,29,0.83,Arhar/Tur
Bihar,ARARIA,2012,Autum     ,118,11.4,0.74,30,8,30,0.83,Arhar/Tur
Bihar,ARARIA,2013,Autum     ,279,6.7,0.75,30,11.4,30,0.74,Arhar/Tur
Bihar,ARARIA,2014,Autum     ,5,36,0.77,30,6.7,30,0.75,Arhar/Tur
Bihar,ARWAL,2008,Autum     ,120,0,0.73,31,,,,Arhar/Tur
Bihar,ARWAL,2009,Autum     ,453,19,0.72,30,0,31,0.73,Arhar/Tur
Bihar,ARWAL,2010,Autum     ,451,0.1,0.55,31,19,30,0.72,Arhar/Tur
Bihar,ARWAL,2011,Autum     ,442,6.3,0.73,29,0,25,0.94,Arhar/Tur
Bihar,ARWAL,2012,Autum     ,442,41.1,0.74,30,6.3,29,0.73,Arhar/Tur
Bihar,ARWAL,2013,Autum     ,425,1.6,0.51,32,41.1,30,0.74,Arhar/Tur
Bihar,ARWAL,2014,Autum     ,82,7.6,0.59,31,1.6,32,0.51,Arhar/Tur
Bihar,AURANGABAD,2008,Autum     ,1256,6.6,0.71,32,,,,Arhar/Tur
Bihar,AURANGABAD,2009,Autum     ,809,26.5,0.75,27,6.6,32,0.71,Arhar/Tur
Bihar,AURANGABAD,2010,Autum     ,401,0.6,0.58,30,26.5,27,0.75,Arhar/Tur
Bihar,AURANGABAD,2011,Autum     ,1145,5.4,0.64,29,0,25,0.79,Arhar/Tur
Bihar,AURANGABAD,2011,Autum     ,1490,5.4,0.64,29,0,25,0.79,Arhar/Tur
Bihar,AURANGABAD,2012,Autum     ,1177,32.3,0.74,31,5.4,29,0.64,Arhar/Tur
Bihar,AURANGABAD,2013,Autum     ,1174,1.8,0.48,31,32.3,31,0.74,Arhar/Tur
Bihar,AURANGABAD,2014,Autum     ,1175,2.5,0.59,30,1.8,31,0.48,Arhar/Tur
Bihar,BANKA,2009,Autum     ,1007,8,0.8,30,0,30,0.93,Arhar/Tur
Bihar,BANKA,2009,Autum     ,836,8,0.8,30,0,30,0.93,Arhar/Tur
Bihar,BANKA,2009,Autum     ,607,8,0.8,30,0,30,0.93,Arhar/Tur
Bihar,BANKA,2010,Autum     ,678,5.8,0.75,29,8,30,0.8,Arhar/Tur
Bihar,BANKA,2011,Autum     ,775,2.3,0.73,29,5.8,29,0.75,Arhar/Tur
Bihar,BANKA,2013,Autum     ,948,6.8,0.68,30,17.8,30,0.75,Arhar/Tur
Bihar,BANKA,2014,Autum     ,667,3.7,0.65,32,6.8,30,0.68,Arhar/Tur
Bihar,BEGUSARAI,2008,Autum     ,919,0.2,0.6,32,,,,Arhar/Tur
